batch_id,material_id,manufacturing_site,manufacture_date,expiry_date,quantity,batch_status
BAT-0009171,MAT-00007,HU_BUD_01,2023-10-20,2026-10-20,6268,QUARANTINE
BAT-0009172,MAT-00399,FR_LYON_01,2025-04-18,2028-04-18,34053,RELEASED
BAT-0009173,MAT-00303,HU_BUD_01,2023-05-08,2025-05-08,11121,RELEASED
BAT-0009174,MAT-00466,ES_BAR_01,2023-11-30,2024-11-30,26691,QUARANTINE
BAT-0009175,MAT-00448,ES_BAR_01,2023-07-14,2024-01-14,19000,RELEASED
BAT-0009176,MAT-00031,HU_BUD_01,2024-12-07,2026-06-07,6897,RELEASED
BAT-0009177,MAT-00463,HU_BUD_01,2023-09-25,2025-03-25,23569,RELEASED
BAT-0009178,MAT-00179,FR_LYON_02,2024-01-02,2025-07-02,14194,QUARANTINE
BAT-0009179,MAT-00003,FR_LYON_02,2025-12-05,2028-12-05,29446,RELEASED
BAT-0009180,MAT-00278,HU_BUD_01,2025-03-18,2026-09-18,21595,REJECTED
BAT-0009181,MAT-00473,FR_LYON_01,2024-04-09,2025-04-09,2746,RELEASED
BAT-0009182,MAT-00123,FR_LYON_02,2024-08-27,2025-08-27,34798,RELEASED
BAT-0009183,MAT-00360,ES_BAR_01,2023-09-09,2024-09-09,8021,RELEASED
BAT-0009184,MAT-00184,FR_LYON_02,2023-02-06,2026-02-06,47160,QUARANTINE
BAT-0009185,MAT-00308,FR_LYON_02,2023-07-07,2024-07-07,45813,RELEASED
BAT-0009186,MAT-00003,FR_LYON_01,2023-08-15,2024-08-15,24419,RELEASED
BAT-0009187,MAT-00407,HU_BUD_01,2024-08-10,2026-02-10,18086,RELEASED
BAT-0009188,MAT-00194,FR_LYON_02,2025-03-24,2025-09-24,2133,RELEASED
BAT-0009189,MAT-00038,HU_BUD_01,2025-06-30,2027-06-30,25458,RELEASED
BAT-0009190,MAT-00469,HU_BUD_01,2024-02-20,2025-02-20,11343,REJECTED
BAT-0009191,MAT-00314,HU_BUD_01,2023-03-01,2024-03-01,25246,RELEASED
BAT-0009192,MAT-00069,FR_LYON_01,2023-07-19,2025-01-19,14857,RELEASED
BAT-0009193,MAT-00398,FR_LYON_01,2023-01-02,2025-01-02,23491,RELEASED
BAT-0009194,MAT-00489,ES_BAR_01,2024-10-22,2026-04-22,43259,RELEASED
BAT-0009195,MAT-00290,HU_BUD_01,2025-02-08,2027-02-08,19378,RELEASED
BAT-0009196,MAT-00087,FR_LYON_02,2025-03-08,2026-03-08,1424,QUARANTINE
BAT-0009197,MAT-00483,HU_BUD_01,2025-06-07,2026-12-07,27983,QUARANTINE
BAT-0009198,MAT-00079,ES_BAR_01,2024-03-30,2027-03-30,40540,RELEASED
BAT-0009199,MAT-00073,ES_BAR_01,2024-08-14,2027-08-14,5718,RELEASED
BAT-0009200,MAT-00031,FR_LYON_01,2024-08-13,2025-02-13,22173,RELEASED
BAT-0009201,MAT-00393,HU_BUD_01,2024-12-24,2027-12-24,27237,RELEASED
BAT-0009202,MAT-00155,HU_BUD_01,2025-09-04,2027-03-04,24710,REJECTED
BAT-0009203,MAT-00160,FR_LYON_01,2023-08-14,2025-08-14,12090,QUARANTINE
BAT-0009204,MAT-00218,FR_LYON_02,2025-12-02,2028-12-02,8506,RELEASED
BAT-0009205,MAT-00207,FR_LYON_01,2025-05-27,2028-05-27,31069,REJECTED
BAT-0009206,MAT-00269,FR_LYON_02,2023-08-18,2026-08-18,11903,RELEASED
BAT-0009207,MAT-00165,HU_BUD_01,2023-09-11,2024-09-11,1272,QUARANTINE
BAT-0009208,MAT-00399,FR_LYON_02,2023-03-16,2024-09-16,37737,QUARANTINE
BAT-0009209,MAT-00287,FR_LYON_01,2023-10-14,2025-10-14,10096,RELEASED
BAT-0009210,MAT-00146,HU_BUD_01,2025-06-09,2027-06-09,23338,RELEASED
BAT-0009211,MAT-00362,FR_LYON_02,2023-04-30,2024-04-30,31181,RELEASED
BAT-0009212,MAT-00043,FR_LYON_02,2025-11-05,2026-05-05,24272,RELEASED
BAT-0009213,MAT-00055,HU_BUD_01,2023-07-21,2024-07-21,33694,QUARANTINE
BAT-0009214,MAT-00436,FR_LYON_02,2025-11-13,2027-11-13,6202,RELEASED
BAT-0009215,MAT-00097,ES_BAR_01,2024-06-02,2025-06-02,24218,RELEASED
BAT-0009216,MAT-00003,FR_LYON_01,2024-10-06,2026-10-06,17875,QUARANTINE
BAT-0009217,MAT-00245,HU_BUD_01,2025-04-08,2028-04-08,47197,RELEASED
BAT-0009218,MAT-00021,FR_LYON_02,2024-06-26,2024-12-26,42292,QUARANTINE
BAT-0009219,MAT-00328,HU_BUD_01,2025-08-16,2027-08-16,44104,RELEASED
BAT-0009220,MAT-00269,HU_BUD_01,2025-08-17,2026-02-17,34599,RELEASED
BAT-0009221,MAT-00068,FR_LYON_01,2023-04-02,2023-10-02,20905,RELEASED
BAT-0009222,MAT-00453,FR_LYON_01,2023-08-06,2024-08-06,27100,RELEASED
BAT-0009223,MAT-00268,FR_LYON_01,2024-01-11,2026-01-11,28114,RELEASED
BAT-0009224,MAT-00315,FR_LYON_01,2024-05-05,2026-05-05,15017,QUARANTINE
BAT-0009225,MAT-00428,FR_LYON_02,2023-07-15,2024-07-15,22017,RELEASED
BAT-0009226,MAT-00351,FR_LYON_01,2024-11-22,2025-05-22,39930,REJECTED
BAT-0009227,MAT-00099,FR_LYON_01,2024-06-14,2025-12-14,39827,RELEASED
BAT-0009228,MAT-00305,ES_BAR_01,2025-02-10,2028-02-10,18549,QUARANTINE
BAT-0009229,MAT-00081,FR_LYON_02,2024-09-15,2026-03-15,742,RELEASED
BAT-0009230,MAT-00261,FR_LYON_01,2025-05-30,2026-11-30,31604,RELEASED
BAT-0009231,MAT-00003,FR_LYON_02,2025-01-28,2026-01-28,3621,RELEASED
BAT-0009232,MAT-00500,FR_LYON_02,2023-11-25,2026-11-25,48578,RELEASED
BAT-0009233,MAT-00120,FR_LYON_02,2024-06-22,2027-06-22,24840,REJECTED
BAT-0009234,MAT-00169,FR_LYON_01,2023-08-14,2024-02-14,18819,REJECTED
BAT-0009235,MAT-00078,FR_LYON_02,2024-07-16,2026-01-16,18574,RELEASED
BAT-0009236,MAT-00094,ES_BAR_01,2023-04-21,2025-04-21,6967,RELEASED
BAT-0009237,MAT-00183,FR_LYON_01,2025-11-21,2026-05-21,45030,RELEASED
BAT-0009238,MAT-00409,FR_LYON_01,2025-07-10,2027-01-10,9461,REWORK
BAT-0009239,MAT-00219,FR_LYON_02,2024-08-21,2026-02-21,31654,QUARANTINE
BAT-0009240,MAT-00430,FR_LYON_01,2023-08-13,2025-08-13,45394,QUARANTINE
BAT-0009241,MAT-00191,FR_LYON_01,2023-02-28,2026-02-28,46136,RELEASED
BAT-0009242,MAT-00347,HU_BUD_01,2024-07-31,2026-07-31,28972,QUARANTINE
BAT-0009243,MAT-00436,HU_BUD_01,2025-01-18,2027-01-18,32066,RELEASED
BAT-0009244,MAT-00011,FR_LYON_01,2023-10-13,2025-10-13,10295,RELEASED
BAT-0009245,MAT-00035,HU_BUD_01,2023-12-21,2026-12-21,4080,REJECTED
BAT-0009246,MAT-00238,FR_LYON_01,2025-03-03,2028-03-03,4920,RELEASED
BAT-0009247,MAT-00174,HU_BUD_01,2024-04-14,2027-04-14,27638,RELEASED
BAT-0009248,MAT-00404,HU_BUD_01,2025-10-28,2027-04-28,48063,RELEASED
BAT-0009249,MAT-00231,FR_LYON_01,2023-06-24,2024-06-24,11468,RELEASED
BAT-0009250,MAT-00400,FR_LYON_02,2024-01-16,2026-01-16,44505,RELEASED
BAT-0009251,MAT-00002,ES_BAR_01,2023-10-15,2025-04-15,37033,RELEASED
BAT-0009252,MAT-00255,HU_BUD_01,2024-02-14,2026-02-14,38161,RELEASED
BAT-0009253,MAT-00299,FR_LYON_01,2024-05-07,2025-11-07,2713,RELEASED
BAT-0009254,MAT-00085,FR_LYON_01,2024-04-24,2025-04-24,35185,QUARANTINE
BAT-0009255,MAT-00035,FR_LYON_01,2023-04-18,2024-10-18,44676,RELEASED
BAT-0009256,MAT-00419,FR_LYON_01,2024-05-03,2027-05-03,600,RELEASED
BAT-0009257,MAT-00465,HU_BUD_01,2024-06-06,2025-12-06,10622,RELEASED
BAT-0009258,MAT-00272,FR_LYON_01,2024-07-06,2026-01-06,10357,REJECTED
BAT-0009259,MAT-00094,HU_BUD_01,2024-03-27,2026-03-27,15973,RELEASED
BAT-0009260,MAT-00461,HU_BUD_01,2024-04-04,2025-04-04,44194,RELEASED
BAT-0009261,MAT-00100,HU_BUD_01,2024-04-18,2025-04-18,19040,RELEASED
BAT-0009262,MAT-00254,FR_LYON_02,2023-10-30,2024-04-30,20772,RELEASED
BAT-0009263,MAT-00036,HU_BUD_01,2023-05-19,2023-11-19,5155,RELEASED
BAT-0009264,MAT-00218,FR_LYON_02,2025-04-14,2026-04-14,11283,RELEASED
BAT-0009265,MAT-00304,FR_LYON_02,2024-05-23,2025-11-23,32470,RELEASED
BAT-0009266,MAT-00134,ES_BAR_01,2023-06-05,2023-12-05,13285,RELEASED
BAT-0009267,MAT-00274,FR_LYON_02,2024-01-02,2027-01-02,31320,RELEASED
BAT-0009268,MAT-00442,HU_BUD_01,2023-04-02,2023-10-02,6689,RELEASED
BAT-0009269,MAT-00399,FR_LYON_01,2024-11-01,2026-11-01,14933,RELEASED
BAT-0009270,MAT-00048,FR_LYON_01,2025-01-24,2026-07-24,40996,RELEASED
BAT-0009271,MAT-00395,FR_LYON_02,2023-08-19,2026-08-19,21045,RELEASED
BAT-0009272,MAT-00451,HU_BUD_01,2023-01-18,2026-01-18,47829,RELEASED
BAT-0009273,MAT-00410,FR_LYON_02,2025-01-15,2026-01-15,4581,RELEASED
BAT-0009274,MAT-00164,HU_BUD_01,2023-07-08,2024-07-08,5169,RELEASED
BAT-0009275,MAT-00351,FR_LYON_02,2023-02-28,2026-02-28,22026,RELEASED
BAT-0009276,MAT-00097,FR_LYON_02,2023-04-17,2024-10-17,11131,RELEASED
BAT-0009277,MAT-00032,ES_BAR_01,2023-01-06,2026-01-06,48132,QUARANTINE
BAT-0009278,MAT-00070,ES_BAR_01,2024-11-27,2025-05-27,20962,REWORK
BAT-0009279,MAT-00482,FR_LYON_01,2023-08-08,2026-08-08,29963,RELEASED
BAT-0009280,MAT-00320,HU_BUD_01,2025-07-28,2026-07-28,47974,RELEASED
BAT-0009281,MAT-00300,FR_LYON_02,2025-11-23,2027-11-23,23033,RELEASED
BAT-0009282,MAT-00274,FR_LYON_01,2023-01-10,2023-07-10,36195,RELEASED
BAT-0009283,MAT-00310,ES_BAR_01,2024-09-17,2027-09-17,47401,RELEASED
BAT-0009284,MAT-00408,ES_BAR_01,2022-12-10,2025-12-10,13788,RELEASED
BAT-0009285,MAT-00175,FR_LYON_01,2023-06-27,2023-12-27,36501,RELEASED
BAT-0009286,MAT-00223,FR_LYON_02,2024-10-24,2026-10-24,2726,RELEASED
BAT-0009287,MAT-00396,HU_BUD_01,2023-01-12,2025-01-12,44399,RELEASED
BAT-0009288,MAT-00369,HU_BUD_01,2024-07-05,2026-01-05,30825,RELEASED
BAT-0009289,MAT-00384,ES_BAR_01,2025-07-12,2027-01-12,515,RELEASED
BAT-0009290,MAT-00453,HU_BUD_01,2023-08-10,2024-08-10,34130,QUARANTINE
BAT-0009291,MAT-00339,FR_LYON_02,2023-07-03,2024-07-03,35487,REJECTED
BAT-0009292,MAT-00353,FR_LYON_01,2023-01-19,2023-07-19,44089,RELEASED
BAT-0009293,MAT-00136,ES_BAR_01,2025-09-17,2028-09-17,11281,REWORK
BAT-0009294,MAT-00484,ES_BAR_01,2025-01-12,2025-07-12,3692,RELEASED
BAT-0009295,MAT-00225,FR_LYON_01,2025-09-11,2026-09-11,14301,RELEASED
BAT-0009296,MAT-00495,HU_BUD_01,2023-01-11,2024-01-11,25382,QUARANTINE
BAT-0009297,MAT-00268,ES_BAR_01,2024-04-17,2025-10-17,15765,RELEASED
BAT-0009298,MAT-00258,FR_LYON_01,2024-10-12,2027-10-12,24706,RELEASED
BAT-0009299,MAT-00123,FR_LYON_02,2023-08-15,2025-02-15,33997,REJECTED
BAT-0009300,MAT-00115,FR_LYON_02,2023-10-10,2026-10-10,15203,RELEASED
BAT-0009301,MAT-00410,FR_LYON_01,2023-03-29,2024-09-29,2798,QUARANTINE
BAT-0009302,MAT-00337,FR_LYON_02,2023-08-29,2024-08-29,26375,QUARANTINE
BAT-0009303,MAT-00198,FR_LYON_01,2023-10-11,2025-10-11,14232,RELEASED
BAT-0009304,MAT-00376,FR_LYON_01,2024-02-17,2026-02-17,24731,RELEASED
BAT-0009305,MAT-00189,HU_BUD_01,2025-09-29,2026-03-29,30633,RELEASED
BAT-0009306,MAT-00355,ES_BAR_01,2023-02-05,2024-08-05,7839,QUARANTINE
BAT-0009307,MAT-00431,FR_LYON_02,2024-07-19,2027-07-19,8101,REJECTED
BAT-0009308,MAT-00420,HU_BUD_01,2025-04-26,2026-10-26,7149,QUARANTINE
BAT-0009309,MAT-00101,HU_BUD_01,2024-04-17,2026-04-17,1692,REJECTED
BAT-0009310,MAT-00317,ES_BAR_01,2023-09-24,2025-09-24,13396,RELEASED
BAT-0009311,MAT-00262,FR_LYON_01,2023-11-23,2024-05-23,6254,REWORK
BAT-0009312,MAT-00334,FR_LYON_02,2024-07-05,2027-07-05,9120,RELEASED
BAT-0009313,MAT-00413,ES_BAR_01,2025-05-11,2027-05-11,382,RELEASED
BAT-0009314,MAT-00437,HU_BUD_01,2025-03-18,2026-03-18,20565,REJECTED
BAT-0009315,MAT-00308,FR_LYON_01,2024-10-24,2026-10-24,2353,RELEASED
BAT-0009316,MAT-00157,ES_BAR_01,2024-03-24,2024-09-24,21159,RELEASED
BAT-0009317,MAT-00437,HU_BUD_01,2023-12-06,2025-12-06,9482,RELEASED
BAT-0009318,MAT-00381,HU_BUD_01,2024-06-08,2025-12-08,14140,RELEASED
BAT-0009319,MAT-00113,HU_BUD_01,2024-06-08,2025-12-08,25313,RELEASED
BAT-0009320,MAT-00167,ES_BAR_01,2023-11-28,2026-11-28,3961,QUARANTINE
BAT-0009321,MAT-00188,HU_BUD_01,2023-04-19,2026-04-19,10181,REJECTED
BAT-0009322,MAT-00285,HU_BUD_01,2023-12-26,2024-06-26,11572,RELEASED
BAT-0009323,MAT-00414,FR_LYON_01,2023-07-09,2025-07-09,14321,REWORK
BAT-0009324,MAT-00097,FR_LYON_02,2023-04-30,2023-10-30,33533,RELEASED
BAT-0009325,MAT-00378,FR_LYON_02,2025-05-05,2026-05-05,26933,QUARANTINE
BAT-0009326,MAT-00077,HU_BUD_01,2025-09-06,2028-09-06,6044,REJECTED
BAT-0009327,MAT-00387,FR_LYON_02,2025-07-02,2026-07-02,39201,RELEASED
BAT-0009328,MAT-00330,FR_LYON_02,2025-04-24,2025-10-24,15297,QUARANTINE
BAT-0009329,MAT-00347,ES_BAR_01,2025-02-02,2026-02-02,14523,REWORK
BAT-0009330,MAT-00262,ES_BAR_01,2024-04-06,2024-10-06,21363,RELEASED
BAT-0009331,MAT-00174,FR_LYON_02,2025-05-19,2025-11-19,9538,RELEASED
BAT-0009332,MAT-00287,ES_BAR_01,2023-07-18,2024-01-18,24484,QUARANTINE
BAT-0009333,MAT-00400,FR_LYON_02,2024-06-21,2025-12-21,10031,QUARANTINE
BAT-0009334,MAT-00116,ES_BAR_01,2023-02-09,2023-08-09,17761,RELEASED
BAT-0009335,MAT-00477,ES_BAR_01,2023-06-28,2023-12-28,30619,RELEASED
BAT-0009336,MAT-00033,FR_LYON_02,2025-01-07,2025-07-07,37968,REJECTED
BAT-0009337,MAT-00043,ES_BAR_01,2025-05-26,2027-05-26,27448,QUARANTINE
BAT-0009338,MAT-00439,HU_BUD_01,2023-12-20,2026-12-20,5934,QUARANTINE
BAT-0009339,MAT-00124,HU_BUD_01,2025-03-26,2025-09-26,22225,RELEASED
BAT-0009340,MAT-00268,FR_LYON_02,2024-11-01,2025-11-01,8480,RELEASED
BAT-0009341,MAT-00204,FR_LYON_01,2024-07-06,2027-07-06,740,RELEASED
BAT-0009342,MAT-00307,ES_BAR_01,2024-02-09,2024-08-09,33555,RELEASED
BAT-0009343,MAT-00343,FR_LYON_01,2024-04-06,2025-10-06,4113,RELEASED
BAT-0009344,MAT-00004,ES_BAR_01,2025-06-25,2027-06-25,11106,QUARANTINE
BAT-0009345,MAT-00419,HU_BUD_01,2023-12-17,2024-06-17,43152,QUARANTINE
BAT-0009346,MAT-00093,FR_LYON_02,2024-05-14,2024-11-14,16885,RELEASED
BAT-0009347,MAT-00125,FR_LYON_01,2023-10-22,2024-10-22,30559,RELEASED
BAT-0009348,MAT-00087,HU_BUD_01,2022-12-30,2023-12-30,1635,QUARANTINE
BAT-0009349,MAT-00401,FR_LYON_01,2024-01-16,2024-07-16,16520,RELEASED
BAT-0009350,MAT-00499,FR_LYON_01,2025-12-05,2026-06-05,7515,QUARANTINE
BAT-0009351,MAT-00071,ES_BAR_01,2024-12-02,2026-12-02,3243,RELEASED
BAT-0009352,MAT-00403,HU_BUD_01,2025-05-11,2025-11-11,24212,REJECTED
BAT-0009353,MAT-00426,HU_BUD_01,2025-05-01,2026-11-01,35274,RELEASED
BAT-0009354,MAT-00276,ES_BAR_01,2025-11-16,2026-11-16,7686,RELEASED
BAT-0009355,MAT-00349,HU_BUD_01,2023-04-10,2025-04-10,45120,REJECTED
BAT-0009356,MAT-00178,HU_BUD_01,2025-09-29,2026-03-29,16975,RELEASED
BAT-0009357,MAT-00337,FR_LYON_01,2023-02-19,2026-02-19,32030,RELEASED
BAT-0009358,MAT-00188,FR_LYON_02,2024-11-26,2026-11-26,36833,RELEASED
BAT-0009359,MAT-00281,ES_BAR_01,2023-07-03,2024-07-03,31658,RELEASED
BAT-0009360,MAT-00321,ES_BAR_01,2024-01-31,2025-01-31,48298,RELEASED
BAT-0009361,MAT-00002,FR_LYON_01,2023-05-27,2023-11-27,34615,QUARANTINE
BAT-0009362,MAT-00207,ES_BAR_01,2025-04-16,2026-04-16,25201,RELEASED
BAT-0009363,MAT-00392,HU_BUD_01,2025-11-24,2028-11-24,33257,QUARANTINE
BAT-0009364,MAT-00340,ES_BAR_01,2023-03-29,2025-03-29,11616,RELEASED
BAT-0009365,MAT-00166,ES_BAR_01,2025-03-26,2025-09-26,4772,RELEASED
BAT-0009366,MAT-00424,FR_LYON_02,2025-09-24,2027-03-24,31606,RELEASED
BAT-0009367,MAT-00338,HU_BUD_01,2024-05-21,2024-11-21,34212,RELEASED
BAT-0009368,MAT-00006,ES_BAR_01,2023-10-09,2025-10-09,15094,RELEASED
BAT-0009369,MAT-00007,FR_LYON_01,2025-06-16,2028-06-16,8269,RELEASED
BAT-0009370,MAT-00420,ES_BAR_01,2024-11-24,2025-05-24,14329,REJECTED
BAT-0009371,MAT-00277,ES_BAR_01,2023-04-03,2024-04-03,28454,RELEASED
BAT-0009372,MAT-00161,ES_BAR_01,2025-03-30,2027-03-30,39908,QUARANTINE
BAT-0009373,MAT-00279,FR_LYON_01,2024-11-29,2025-05-29,40161,QUARANTINE
BAT-0009374,MAT-00039,HU_BUD_01,2023-05-21,2024-05-21,21873,RELEASED
BAT-0009375,MAT-00318,FR_LYON_02,2025-05-24,2026-11-24,24453,QUARANTINE
BAT-0009376,MAT-00369,FR_LYON_02,2024-05-09,2026-05-09,47850,RELEASED
BAT-0009377,MAT-00411,ES_BAR_01,2025-11-01,2026-11-01,30899,RELEASED
BAT-0009378,MAT-00245,FR_LYON_02,2024-10-11,2025-04-11,46303,REWORK
BAT-0009379,MAT-00472,FR_LYON_02,2023-11-29,2025-11-29,3796,RELEASED
BAT-0009380,MAT-00064,HU_BUD_01,2024-04-19,2026-04-19,25257,RELEASED
BAT-0009381,MAT-00443,FR_LYON_02,2023-10-29,2024-10-29,16304,REJECTED
BAT-0009382,MAT-00360,ES_BAR_01,2025-04-29,2028-04-29,2567,RELEASED
BAT-0009383,MAT-00324,ES_BAR_01,2025-11-20,2027-05-20,33291,REWORK
BAT-0009384,MAT-00274,FR_LYON_02,2024-04-28,2024-10-28,12283,RELEASED
BAT-0009385,MAT-00432,HU_BUD_01,2025-09-26,2026-09-26,9962,RELEASED
BAT-0009386,MAT-00041,ES_BAR_01,2023-04-16,2024-10-16,25373,RELEASED
BAT-0009387,MAT-00192,ES_BAR_01,2022-12-13,2025-12-13,2178,RELEASED
BAT-0009388,MAT-00094,HU_BUD_01,2025-07-09,2027-07-09,27732,REJECTED
BAT-0009389,MAT-00329,ES_BAR_01,2023-03-11,2024-09-11,18982,QUARANTINE
BAT-0009390,MAT-00084,ES_BAR_01,2025-01-24,2027-01-24,25715,RELEASED
BAT-0009391,MAT-00097,FR_LYON_02,2024-05-27,2024-11-27,49642,RELEASED
BAT-0009392,MAT-00242,FR_LYON_02,2023-07-12,2024-01-12,14204,REJECTED
BAT-0009393,MAT-00070,FR_LYON_01,2023-11-23,2024-11-23,247,RELEASED
BAT-0009394,MAT-00072,FR_LYON_02,2024-07-09,2027-07-09,22786,REJECTED
BAT-0009395,MAT-00236,ES_BAR_01,2024-05-14,2025-05-14,2808,RELEASED
BAT-0009396,MAT-00135,HU_BUD_01,2025-10-15,2027-10-15,46098,QUARANTINE
BAT-0009397,MAT-00192,HU_BUD_01,2023-05-02,2024-11-02,28651,RELEASED
BAT-0009398,MAT-00413,ES_BAR_01,2023-11-04,2026-11-04,18397,REJECTED
BAT-0009399,MAT-00146,FR_LYON_01,2025-05-02,2027-05-02,6681,RELEASED
BAT-0009400,MAT-00010,FR_LYON_02,2022-12-18,2024-12-18,48865,REJECTED
BAT-0009401,MAT-00167,HU_BUD_01,2025-01-11,2027-01-11,47889,RELEASED
BAT-0009402,MAT-00040,ES_BAR_01,2024-03-16,2025-03-16,22060,REJECTED
BAT-0009403,MAT-00456,ES_BAR_01,2024-04-10,2025-04-10,43299,REJECTED
BAT-0009404,MAT-00390,FR_LYON_02,2023-11-16,2026-11-16,45861,RELEASED
BAT-0009405,MAT-00097,ES_BAR_01,2023-08-23,2024-08-23,38229,RELEASED
BAT-0009406,MAT-00363,ES_BAR_01,2023-02-11,2026-02-11,1653,REJECTED
BAT-0009407,MAT-00350,FR_LYON_02,2023-02-03,2025-02-03,32384,RELEASED
BAT-0009408,MAT-00306,FR_LYON_02,2025-07-01,2028-07-01,33671,RELEASED
BAT-0009409,MAT-00326,HU_BUD_01,2024-04-06,2026-04-06,40781,REJECTED
BAT-0009410,MAT-00090,ES_BAR_01,2024-03-11,2025-09-11,31095,RELEASED
BAT-0009411,MAT-00333,HU_BUD_01,2023-11-19,2025-11-19,39957,RELEASED
BAT-0009412,MAT-00479,ES_BAR_01,2025-05-26,2026-11-26,12744,RELEASED
BAT-0009413,MAT-00137,HU_BUD_01,2025-02-22,2028-02-22,9749,RELEASED
BAT-0009414,MAT-00031,FR_LYON_01,2024-03-06,2025-03-06,16923,RELEASED
BAT-0009415,MAT-00212,HU_BUD_01,2025-10-31,2027-10-31,22064,RELEASED
BAT-0009416,MAT-00318,ES_BAR_01,2025-05-24,2028-05-24,47965,RELEASED
BAT-0009417,MAT-00352,HU_BUD_01,2025-09-30,2027-09-30,9673,RELEASED
BAT-0009418,MAT-00062,HU_BUD_01,2025-01-02,2027-01-02,46023,REWORK
BAT-0009419,MAT-00492,HU_BUD_01,2022-12-12,2025-12-12,39262,RELEASED
BAT-0009420,MAT-00443,FR_LYON_01,2024-03-07,2026-03-07,5931,QUARANTINE
BAT-0009421,MAT-00333,FR_LYON_01,2023-11-18,2026-11-18,37545,RELEASED
BAT-0009422,MAT-00190,HU_BUD_01,2022-12-13,2023-12-13,23057,QUARANTINE
BAT-0009423,MAT-00354,HU_BUD_01,2023-12-18,2026-12-18,13687,RELEASED
BAT-0009424,MAT-00058,ES_BAR_01,2025-06-04,2028-06-04,41031,QUARANTINE
BAT-0009425,MAT-00264,HU_BUD_01,2023-06-15,2026-06-15,11888,RELEASED
BAT-0009426,MAT-00496,ES_BAR_01,2023-02-23,2025-02-23,27854,RELEASED
BAT-0009427,MAT-00324,ES_BAR_01,2024-03-06,2026-03-06,19145,RELEASED
BAT-0009428,MAT-00467,FR_LYON_02,2023-03-26,2024-03-26,10929,RELEASED
BAT-0009429,MAT-00499,FR_LYON_01,2025-06-28,2027-06-28,19672,QUARANTINE
BAT-0009430,MAT-00343,ES_BAR_01,2024-10-12,2027-10-12,44021,RELEASED
BAT-0009431,MAT-00344,ES_BAR_01,2023-09-13,2025-09-13,36158,RELEASED
BAT-0009432,MAT-00309,HU_BUD_01,2024-11-29,2027-11-29,24691,QUARANTINE
BAT-0009433,MAT-00051,FR_LYON_02,2023-09-18,2025-03-18,49499,RELEASED
BAT-0009434,MAT-00217,ES_BAR_01,2023-03-28,2026-03-28,15781,REJECTED
BAT-0009435,MAT-00041,FR_LYON_01,2024-06-19,2025-06-19,38395,RELEASED
BAT-0009436,MAT-00327,FR_LYON_02,2023-10-05,2024-10-05,28008,QUARANTINE
BAT-0009437,MAT-00476,FR_LYON_02,2023-12-26,2025-06-26,40331,QUARANTINE
BAT-0009438,MAT-00057,FR_LYON_01,2023-03-14,2024-09-14,13244,RELEASED
BAT-0009439,MAT-00371,ES_BAR_01,2023-09-25,2026-09-25,44926,RELEASED
BAT-0009440,MAT-00477,ES_BAR_01,2023-10-24,2024-04-24,249,RELEASED
BAT-0009441,MAT-00082,FR_LYON_02,2025-11-18,2027-11-18,24955,QUARANTINE
BAT-0009442,MAT-00123,ES_BAR_01,2023-01-23,2025-01-23,16876,RELEASED
BAT-0009443,MAT-00267,HU_BUD_01,2023-10-12,2025-10-12,43301,QUARANTINE
BAT-0009444,MAT-00356,HU_BUD_01,2023-12-17,2025-12-17,48311,RELEASED
BAT-0009445,MAT-00357,FR_LYON_01,2024-07-26,2025-01-26,31122,RELEASED
BAT-0009446,MAT-00454,FR_LYON_02,2023-03-10,2025-03-10,17394,REJECTED
BAT-0009447,MAT-00022,HU_BUD_01,2024-10-25,2026-10-25,10040,RELEASED
BAT-0009448,MAT-00148,ES_BAR_01,2023-01-10,2024-01-10,45227,QUARANTINE
BAT-0009449,MAT-00463,FR_LYON_02,2024-07-11,2026-01-11,24176,RELEASED
BAT-0009450,MAT-00311,ES_BAR_01,2025-10-15,2027-10-15,24836,RELEASED
BAT-0009451,MAT-00475,ES_BAR_01,2023-07-12,2024-07-12,36466,RELEASED
BAT-0009452,MAT-00441,FR_LYON_02,2023-10-27,2024-04-27,25882,REWORK
BAT-0009453,MAT-00065,FR_LYON_01,2025-01-15,2027-01-15,14045,RELEASED
BAT-0009454,MAT-00169,ES_BAR_01,2025-11-24,2027-05-24,37060,RELEASED
BAT-0009455,MAT-00117,FR_LYON_02,2025-02-09,2026-08-09,29917,RELEASED
BAT-0009456,MAT-00067,FR_LYON_01,2023-05-14,2024-05-14,18650,RELEASED
BAT-0009457,MAT-00419,ES_BAR_01,2023-12-13,2026-12-13,39610,RELEASED
BAT-0009458,MAT-00052,ES_BAR_01,2024-04-28,2026-04-28,36809,RELEASED
BAT-0009459,MAT-00118,FR_LYON_01,2024-09-27,2026-03-27,3746,RELEASED
BAT-0009460,MAT-00083,HU_BUD_01,2024-07-27,2026-01-27,5754,RELEASED
BAT-0009461,MAT-00007,ES_BAR_01,2024-05-03,2024-11-03,40700,REJECTED
BAT-0009462,MAT-00410,FR_LYON_01,2025-08-18,2027-08-18,49039,RELEASED
BAT-0009463,MAT-00031,FR_LYON_02,2023-07-27,2024-01-27,6691,QUARANTINE
BAT-0009464,MAT-00119,ES_BAR_01,2023-07-07,2024-01-07,22369,RELEASED
BAT-0009465,MAT-00053,FR_LYON_01,2024-03-07,2024-09-07,18930,RELEASED
